creative_name,creative_id,public_storage_url,video_public_storage_url,impressions,clicks,cost,from_date,last_date,filename,category
manifesto,120222134179010439,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video_frames/1640492266333423_120222134179010439_120222134179010439_facebook_9.jpg,https://storage.googleapis.com/creative-analysis-brasil-havas-de/video/1640492266333423_120222134179010439_120222134179010439_facebook_9.mp4,70817269,59866.0,"R$ 632.502,50",18/03/2025,16/05/2025,1640492266333423_120222134179010439_120222134179010439_facebook_9.jpg,
kv-hero,120218102995100197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218102995100197_120218102995100197_facebook_9.jpeg,,69852816,233609.0,"R$ 623.920,08",10/12/2024,17/04/2025,1008236073176348_120218102995100197_120218102995100197_facebook_9.jpeg,
pais-chip-gratis-v2,120234275827920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120234275827920197_120234275827920197_facebook_9.jpeg,,68842375,338677.0,"R$ 622.777,52",18/07/2025,16/08/2025,1008236073176348_120234275827920197_120234275827920197_facebook_9.jpeg,
interesses-relacionados,120207468072780370,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/5006651156112143_120207468072780370_120207468072780370_facebook_9.jpeg,,63164803,54811.0,"R$ 601.900,45",12/01/2024,26/02/2024,5006651156112143_120207468072780370_120207468072780370_facebook_9.jpeg,
kv-hero,120218026550270197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120218026550270197_120218026550270197_facebook_9.jpeg,,62342369,260544.0,"R$ 593.302,88",10/12/2024,17/04/2025,1008236073176348_120218026550270197_120218026550270197_facebook_9.jpeg,
as-abc-25,120214669379000409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120214669379000409_120214669379000409_facebook_9.jpeg,,61876038,87451.0,"R$ 576.602,14",16/09/2024,17/10/2024,707505037025219_120214669379000409_120214669379000409_facebook_9.jpeg,
bf-portabilidade-v2,120241506512410197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120241506512410197_120241506512410197_facebook_9.jpeg,,60121608,229486.0,"R$ 542.517,85",31/10/2025,04/12/2025,1008236073176348_120241506512410197_120241506512410197_facebook_9.jpeg,
36gb-64m,120212281200920197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120212281200920197_120212281200920197_facebook_9.jpeg,,57260288,194699.0,"R$ 537.541,52",29/04/2024,05/06/2024,1008236073176348_120212281200920197_120212281200920197_facebook_9.jpeg,
meta,120213489727150409,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/707505037025219_120213489727150409_120213489727150409_facebook_9.jpeg,,55024028,80145.0,"R$ 535.929,92",24/07/2024,01/10/2024,707505037025219_120213489727150409_120213489727150409_facebook_9.jpeg,
kv-chip-gratis,120226024129580197,https://storage.googleapis.com/creative-analysis-brasil-havas-de/images/processed/1008236073176348_120226024129580197_120226024129580197_facebook_9.jpeg,,54353421,202955.0,"R$ 529.675,20",09/04/2025,19/06/2025,1008236073176348_120226024129580197_120226024129580197_facebook_9.jpeg,
